Movie Name,Year,Genre
Wings of Desire ,Der ,"Comedy|Drama|Romance
"
"Third Man, The ",1949,"Mystery|Thriller
"
GoodFellas ,1990,"Crime|Drama
"
Alien ,1979,"Action|Horror|Sci-Fi|Thriller
"
Army of Darkness ,1993,"Action|Adventure|Comedy|Horror|Sci-Fi
"
"Big Blue, The ",Le G,"Adventure|Romance
"
Ran ,1985,"Drama|War
"
"Killer, The ",Die ,"Action|Thriller
"
Psycho ,1960,"Horror|Thriller
"
"Blues Brothers, The ",1980,"Action|Comedy|Musical
"
"Godfather: Part II, The ",1974,"Action|Crime|Drama
"
Full Metal Jacket ,1987,"Action|Drama|War
"
"Grand Day Out, A ",1992,"Animation|Comedy
"
Henry V ,1989,"Drama|War
"
Amadeus ,1984,"Drama
"
"Quiet Man, The ",1952,"Comedy|Romance
"
Once Upon a Time in America ,1984,"Crime|Drama|Thriller
"
Raging Bull ,1980,"Drama
"
Annie Hall ,1977,"Comedy|Romance
"
"Right Stuff, The ",1983,"Drama
"
Stalker ,1979,"Mystery|Sci-Fi
"
"Boat, The ",Das ,"Action|Drama|War
"
"Sting, The ",1973,"Comedy|Crime
"
Harold and Maude ,1971,"Comedy
"
Trust ,1990,"Comedy|Drama
"
"Seventh Seal, The ",Sjun,"Drama
"
Local Hero ,1983,"Comedy
"
"Terminator, The ",1984,"Action|Sci-Fi|Thriller
"
Braindead ,1992,"Comedy|Horror
"
Glory ,1989,"Action|Drama|War
"
Rosencrantz and Guildenstern Are Dead ,1990,"Comedy|Drama
"
Manhattan ,1979,"Comedy|Drama|Romance
"
Miller's Crossing ,1990,"Drama
"
Dead Poets Society ,1989,"Drama
"
"Graduate, The ",1967,"Drama|Romance
"
Touch of Evil ,1958,"Crime|Film-Noir|Thriller
"
Nikita ,La F,"Thriller
"
"Bridge on the River Kwai, The ",1957,"Drama|War
"
8 1/2 ,1963,"Drama
"
Chinatown ,1974,"Film-Noir|Mystery|Thriller
"
"Day the Earth Stood Still, The ",1951,"Drama|Sci-Fi
"
"Treasure of the Sierra Madre, The ",1948,"Adventure
"
Bad Taste ,1987,"Comedy|Horror
"
Duck Soup ,1933,"Comedy|War
"
Better Off Dead... ,1985,"Comedy
"
"Shining, The ",1980,"Horror
"
Stand by Me ,1986,"Adventure|Comedy|Drama
"
M ,1931,"Crime|Film-Noir|Thriller
"
Evil Dead II ,Dead,"Action|Adventure|Comedy|Horror
"
"Great Escape, The ",1963,"Adventure|War
"
"Deer Hunter, The ",1978,"Drama|War
"
Diva ,1981,"Action|Drama|Mystery|Romance|Thriller
"
Groundhog Day ,1993,"Comedy|Romance
"
Unforgiven ,1992,"Western
"
"Manchurian Candidate, The ",1962,"Film-Noir|Thriller
"
Pump Up the Volume ,1990,"Drama
"
Arsenic and Old Lace ,1944,"Comedy|Mystery|Thriller
"
Back to the Future ,1985,"Comedy|Sci-Fi
"
Fried Green Tomatoes ,1991,"Drama
"
Patton ,1970,"Drama|War
"
Down by Law ,1986,"Comedy|Drama
"
Akira ,1988,"Adventure|Animation|Sci-Fi|Thriller
"
Highlander ,1986,"Action|Adventure
"
Cool Hand Luke ,1967,"Comedy|Drama
"
Cyrano de Bergerac ,1990,"Action|Drama|Romance
"
Young Frankenstein ,1974,"Comedy|Horror
"
Night on Earth ,1991,"Comedy|Drama
"
Raise the Red Lantern ,1991,"Drama
"
"Great Dictator, The ",1940,"Comedy
"
Fantasia ,1940,"Animation|Children's|Musical
"
High Noon ,1952,"Western
"
"Big Sleep, The ",1946,"Film-Noir|Mystery
"
Heathers ,1989,"Comedy
"
Somewhere in Time ,1980,"Drama|Romance
"
Ben-Hur ,1959,"Action|Adventure|Drama
"
This Is Spinal Tap ,1984,"Comedy|Drama|Musical
"
Koyaanisqatsi ,1983,"Documentary|War
"
Some Kind of Wonderful ,1987,"Drama|Romance
"
Indiana Jones and the Last Crusade ,1989,"Action|Adventure
"
Being There ,1979,"Comedy
"
Gandhi ,1982,"Drama
"
M*A*S*H ,1970,"Comedy|War
"
"Unbearable Lightness of Being, The ",1988,"Drama
"
"Room with a View, A ",1986,"Drama|Romance
"
Real Genius ,1985,"Comedy
"
Pink Floyd - The Wall ,1982,"Drama|Musical|War
"
"Killing Fields, The ",1984,"Drama|War
"
My Life as a Dog ,Mitt,"Drama
"
Forbidden Planet ,1956,"Sci-Fi
"
Field of Dreams ,1989,"Drama
"
"Man Who Would Be King, The ",1975,"Adventure
"
Butch Cassidy and the Sundance Kid ,1969,"Action|Comedy|Western
"
"Paris, Texas ",1984,"Drama
"
Until the End of the World ,Bis ,"Drama|Sci-Fi
"
When Harry Met Sally... ,1989,"Comedy|Romance
"
I Shot a Man in Vegas ,1995,"Comedy
"
Parallel Sons ,1995,"Drama|Romance
"
Hype! ,1996,"Documentary
"
Santa with Muscles ,1996,"Comedy
"
Female Perversions ,1996,"Drama
"
Mad Dog Time ,1996,"Crime
"
Breathing Room ,1996,"Romance
"
Paris Was a Woman ,1995,"Documentary
"
Anna ,1996,"Drama
"
I'm Not Rappaport ,1996,"Comedy
"
Blue Juice ,1995,"Comedy|Drama
"
Kids of Survival ,1993,"Documentary
"
Alien³ ,1992,"Action|Horror|Sci-Fi|Thriller
"
"American Werewolf in London, An ",1981,"Horror
"
Amityville 1992: It's About Time ,1992,"Horror
"
Amityville 3-D ,1983,"Horror
"
Amityville: Dollhouse ,1996,"Horror
"
Amityville: A New Generation ,1993,"Horror
"
Amityville II: The Possession ,1982,"Horror
"
"Amityville Horror, The ",1979,"Horror
"
"Amityville Curse, The ",1990,"Horror
"
Blood For Dracula ,Andy,"Horror
"
April Fool's Day ,1986,"Comedy|Horror
"
Audrey Rose ,1977,"Horror
"
"Believers, The ",1987,"Horror|Thriller
"
"Birds, The ",1963,"Horror
"
"Blob, The ",1958,"Horror|Sci-Fi
"
Blood Beach ,1981,"Action|Horror
"
Body Parts ,1991,"Horror
"
"Body Snatcher, The ",1945,"Horror
"
Bram Stoker's Dracula ,1992,"Horror|Romance
"
Bride of Frankenstein ,1935,"Horror
"
Burnt Offerings ,1976,"Horror
"
Candyman ,1992,"Horror
"
Cape Fear ,1991,"Thriller
"
Cape Fear ,1962,"Film-Noir|Thriller
"
Carrie ,1976,"Horror
"
Cat People ,1982,"Horror
"
"Nightmare on Elm Street, A ",1984,"Horror
"
Nosferatu ,Nosf,"Horror
"
Nosferatu a Venezia ,1986,"Horror
"
"Omen, The ",1976,"Horror
"
Blood & Wine ,1997,"Drama
"
Albino Alligator ,1996,"Crime|Thriller
"
"Mirror Has Two Faces, The ",1996,"Comedy|Romance
"
Breaking the Waves ,1996,"Drama
"
Nightwatch ,1997,"Horror|Thriller
"
Star Trek: First Contact ,1996,"Action|Adventure|Sci-Fi
"
Shine ,1996,"Drama|Romance
"
Sling Blade ,1996,"Drama|Thriller
"
Jingle All the Way ,1996,"Adventure|Children's|Comedy
"
Identification of a Woman ,Iden,"Drama
"
Paradise Lost: The Child Murders at Robin Hood Hills ,1996,"Documentary
"
"Garden of Finzi-Contini, The ",Giar,"Drama
"
"Preacher's Wife, The ",1996,"Drama
"
Zero Kelvin ,Kjær,"Action
"
Ridicule ,1996,"Drama
"
"Crucible, The ",1996,"Drama
"
101 Dalmatians ,1996,"Children's|Comedy
"
"Forbidden Christ, The ",Cris,"Drama
"
I Can't Sleep ,J'ai,"Drama|Thriller
"
Die Hard 2 ,1990,"Action|Thriller
"
Star Trek: The Motion Picture ,1979,"Action|Adventure|Sci-Fi
"
Star Trek VI: The Undiscovered Country ,1991,"Action|Adventure|Sci-Fi
"
Star Trek V: The Final Frontier ,1989,"Action|Adventure|Sci-Fi
"
Star Trek: The Wrath of Khan ,1982,"Action|Adventure|Sci-Fi
"
Star Trek III: The Search for Spock ,1984,"Action|Adventure|Sci-Fi
"
Star Trek IV: The Voyage Home ,1986,"Action|Adventure|Sci-Fi
"
Batman Returns ,1992,"Action|Adventure|Comedy|Crime
"
Young Guns ,1988,"Action|Comedy|Western
"
Young Guns II ,1990,"Action|Comedy|Western
"
Grease ,1978,"Comedy|Musical|Romance
"
Grease 2 ,1982,"Comedy|Musical|Romance
"
Marked for Death ,1990,"Action|Drama
"
Adrenalin: Fear the Rush ,1996,"Action|Sci-Fi
"
"Substance of Fire, The ",1996,"Drama
"
Under Siege ,1992,"Action
"
Terror in a Texas Town ,1958,"Western
"
Jaws ,1975,"Action|Horror
"
Jaws 2 ,1978,"Action|Horror
"
Jaws 3-D ,1983,"Action|Horror
"
My Fellow Americans ,1996,"Comedy
"
Mars Attacks! ,1996,"Action|Comedy|Sci-Fi|War
"
Citizen Ruth ,1996,"Comedy|Drama
"
Jerry Maguire ,1996,"Drama|Romance
"
Raising Arizona ,1987,"Comedy
"
Tin Men ,1987,"Comedy|Drama
"
Sneakers ,1992,"Crime|Drama|Sci-Fi
"
Bastard Out of Carolina ,1996,"Drama
"
In Love and War ,1996,"Romance|War
"
Marvin's Room ,1996,"Drama
"
Somebody is Waiting ,1996,"Drama
"
Ghosts of Mississippi ,1996,"Drama
"
Night Falls on Manhattan ,1997,"Crime|Drama
"
Beavis and Butt-head Do America ,1996,"Animation|Comedy
"
"Cérémonie, La ",1995,"Drama
"
Scream ,1996,"Horror|Thriller
"
"Last of the Mohicans, The ",1992,"Action|Romance|War
"
Michael ,1996,"Comedy|Romance
"
"Evening Star, The ",1996,"Comedy|Drama
"
Hamlet ,1996,"Drama
"
Some Mother's Son ,1996,"Drama
"
"Whole Wide World, The ",1996,"Drama
"
Mother ,1996,"Comedy
"
Thieves ,Vole,"Crime|Drama|Romance
"
Evita ,1996,"Drama|Musical
"
"Portrait of a Lady, The ",1996,"Drama
"
Walkabout ,1971,"Drama
"
Message to Love: The Isle of Wight Festival ,1996,"Documentary
"
Grateful Dead ,1995,"Documentary
"
Murder at 1600 ,1997,"Mystery|Thriller
"
Hearts and Minds ,1996,"Drama
"
Inside ,1996,"Action
"
Fierce Creatures ,1997,"Comedy
"
Zeus and Roxanne ,1997,"Children's
"
Turbulence ,1997,"Thriller
"
Angel Baby ,1995,"Drama
"
Jackie Chan's First Strike ,1996,"Action
"
Underworld ,1997,"Thriller
"
Beverly Hills Ninja ,1997,"Action|Comedy
"
Metro ,1997,"Action
"
"Machine, The ",1994,"Comedy|Horror
"
"Stranger, The ",1994,"Action
"
Falling in Love Again ,1980,"Comedy
"
"Cement Garden, The ",1993,"Drama
"
Dante's Peak ,1997,"Action|Thriller
"
Meet Wally Sparks ,1997,"Comedy
"
Amos & Andrew ,1993,"Comedy
"
Benny & Joon ,1993,"Comedy|Romance
"
Prefontaine ,1997,"Drama
"
"Tickle in the Heart, A ",1996,"Documentary
"
Guantanamera ,1994,"Comedy
"
McHale's Navy ,1997,"Comedy|War
"
Kolya ,1996,"Comedy
"
Gridlock'd ,1997,"Crime
"
Fire on the Mountain ,1996,"Documentary
"
Waiting for Guffman ,1996,"Comedy
"
Prisoner of the Mountains ,Kavk,"War
"
"Beautician and the Beast, The ",1997,"Comedy|Romance
"
SubUrbia ,1997,"Comedy
"
Hotel de Love ,1996,"Comedy|Romance
"
"Pest, The ",1997,"Comedy
"
Fools Rush In ,1997,"Comedy|Romance
"
Touch ,1997,"Romance
"
Absolute Power ,1997,"Mystery|Thriller
"
That Darn Cat! ,1997,"Children's|Comedy|Mystery
"
Vegas Vacation ,1997,"Comedy
"
Unforgotten: Twenty-Five Years After Willowbrook ,1996,"Documentary
"
That Old Feeling ,1997,"Comedy|Romance
"
Lost Highway ,1997,"Mystery
"
Rosewood ,1997,"Drama
"
Donnie Brasco ,1997,"Crime|Drama
"
Salut cousin! ,1996,"Comedy|Drama
"
Booty Call ,1997,"Comedy|Romance
"
Rhyme & Reason ,1997,"Documentary
"
Boys Life 2 ,1997,"Drama
"
City of Industry ,1997,"Crime|Thriller
"
Best Men ,1997,"Action|Comedy|Crime|Drama
"
Jungle2Jungle ,a.k.,"Children's|Comedy
"
Kama Sutra: A Tale of Love ,1996,"Romance
"
Private Parts ,1997,"Comedy|Drama
"
Love Jones ,1997,"Romance
"
"Saint, The ",1997,"Action|Romance|Thriller
"
Smilla's Sense of Snow ,1997,"Action|Drama|Thriller
"
"Van, The ",1996,"Comedy|Drama
"
Crash ,1996,"Drama|Thriller
"
"Daytrippers, The ",1996,"Mystery
"
Liar Liar ,1997,"Comedy
"
"Quiet Room, The ",1996,"Drama
"
Selena ,1997,"Drama|Musical
"
"Devil's Own, The ",1997,"Action|Drama|Thriller|War
"
Cats Don't Dance ,1997,"Animation|Children's|Musical
"
B*A*P*S ,1997,"Comedy
"
Love and Other Catastrophes ,1996,"Romance
"
"Sixth Man, The ",1997,"Comedy
"
Turbo: A Power Rangers Movie ,1997,"Action|Adventure|Children's
"
Anna Karenina ,1997,"Drama|Romance
"
Double Team ,1997,"Action
"
Inventing the Abbotts ,1997,"Drama|Romance
"
Anaconda ,1997,"Action|Adventure|Thriller
"
Grosse Pointe Blank ,1997,"Comedy|Crime
"
Keys to Tulsa ,1997,"Crime
"
Kissed ,1996,"Romance
"
8 Heads in a Duffel Bag ,1997,"Comedy
"
Hollow Reed ,1996,"Drama
"
Paradise Road ,1997,"Drama|War
"
Traveller ,1997,"Drama
"
All Over Me ,1997,"Drama
"
"Brother's Kiss, A ",1997,"Drama
"
A Chef in Love ,1996,"Comedy
"
Romy and Michele's High School Reunion ,1997,"Comedy
"
Temptress Moon ,Feng,"Romance
"
Volcano ,1997,"Drama|Thriller
"
Children of the Revolution ,1996,"Comedy
"
Austin Powers: International Man of Mystery ,1997,"Comedy
"
Breakdown ,1997,"Action|Thriller
"
Broken English ,1996,"Drama
"
Commandments ,1997,"Romance
"
Ripe ,1996,"Drama
"
"Truth or Consequences, N.M. ",1997,"Action|Crime|Romance
"
"Turning, The ",1992,"Drama
"
Warriors of Virtue ,1997,"Action|Adventure|Children's|Fantasy
"
Fathers' Day ,1997,"Comedy
"
"Fifth Element, The ",1997,"Action|Sci-Fi
"
Intimate Relations ,1996,"Comedy
"
Nowhere ,1997,"Drama
"
Losing Chase ,1996,"Drama
"
Sprung ,1997,"Comedy
"
"Promise, The ",La P,"Drama
"
"Bonheur, Le ",1965,"Drama
"
Love! Valour! Compassion! ,1997,"Drama|Romance
"
Shall We Dance? ,Shal,"Comedy
"
"Second Jungle Book: Mowgli & Baloo, The ",1997,"Adventure|Children's
"
Twin Town ,1997,"Comedy|Crime
"
Addicted to Love ,1997,"Comedy|Romance
"
Brassed Off ,1996,"Comedy|Drama|Romance
"
"Designated Mourner, The ",1997,"Drama
"
"Lost World: Jurassic Park, The ",1997,"Action|Adventure|Sci-Fi|Thriller
"
Ponette ,1996,"Drama
"
Schizopolis ,1996,"Comedy
"
Shiloh ,1997,"Children's|Drama
"
"War at Home, The ",1996,"Drama
"
Rough Magic ,1995,"Drama|Romance
"
Trial and Error ,1997,"Comedy|Romance
"
Buddy ,1997,"Adventure|Children's|Drama
"
Con Air ,1997,"Action|Adventure|Thriller
"
Late Bloomers ,1996,"Comedy
"
"Pillow Book, The ",1995,"Drama|Romance
"
"To Have, or Not ",1995,"Drama
"
Speed 2: Cruise Control ,1997,"Action|Romance|Thriller
"
Squeeze ,1996,"Drama
"
Sudden Manhattan ,1996,"Comedy
"
"Next Step, The ",1995,"Drama
"
Wedding Bell Blues ,1996,"Comedy
"
Batman & Robin ,1997,"Action|Adventure|Crime
"
Dream With the Fishes ,1997,"Drama
"
Roseanna's Grave ,For ,"Comedy|Romance
"
Head Above Water ,1996,"Comedy|Thriller
"
Hercules ,1997,"Adventure|Animation|Children's|Comedy|Musical
"
"Last Time I Committed Suicide, The ",1997,"Drama
"
MURDER and murder ,1996,"Crime|Drama|Mystery
"
My Best Friend's Wedding ,1997,"Comedy|Romance
"
Tetsuo II: Body Hammer ,1992,"Sci-Fi
"
When the Cats Away ,Chac,"Comedy|Romance
"
Contempt ,Le M,"Drama
"
Face/Off ,1997,"Action|Sci-Fi|Thriller
"
Fall ,1997,"Romance
"
Gabbeh ,1996,"Drama
"
Mondo ,1996,"Drama
"
"Innocent Sleep, The ",1995,"Crime
"
For Ever Mozart ,1996,"Drama
"
Men in Black ,1997,"Action|Adventure|Comedy|Sci-Fi
"
Out to Sea ,1997,"Comedy
"
Wild America ,1997,"Adventure|Children's
"
"Simple Wish, A ",1997,"Children's|Fantasy
"
Contact ,1997,"Drama|Sci-Fi
"
Love Serenade ,1996,"Comedy
"
G.I. Jane ,1997,"Action|Drama|War
"
Conan the Barbarian ,1982,"Action|Adventure
"
George of the Jungle ,1997,"Children's|Comedy
"
Cop Land ,1997,"Crime|Drama|Mystery
"
Event Horizon ,1997,"Action|Mystery|Sci-Fi|Thriller
"
Spawn ,1997,"Action|Adventure|Sci-Fi|Thriller
"
Air Bud ,1997,"Children's|Comedy
"
Picture Perfect ,1997,"Comedy|Romance
"
In the Company of Men ,1997,"Drama
"
Free Willy 3: The Rescue ,1997,"Adventure|Children's|Drama
"
Career Girls ,1997,"Drama
"
Conspiracy Theory ,1997,"Action|Mystery|Romance|Thriller
"
Desperate Measures ,1998,"Crime|Drama|Thriller
"
Steel ,1997,"Action
"
She's So Lovely ,1997,"Drama|Romance
"
Hoodlum ,1997,"Crime|Drama|Film-Noir
"
Leave It to Beaver ,1997,"Comedy
"
Mimic ,1997,"Sci-Fi|Thriller
"
Money Talks ,1997,"Action|Comedy
"
Excess Baggage ,1997,"Adventure|Romance
"
Kull the Conqueror ,1997,"Action|Adventure
"
Air Force One ,1997,"Action|Thriller
"
187 ,1997,"Drama
"
"Hunt for Red October, The ",1990,"Action|Thriller
"
My Own Private Idaho ,1991,"Drama
"
"Kiss Me, Guido ",1997,"Comedy
"
Star Maps ,1997,"Drama
"
In & Out ,1997,"Comedy
"
"Edge, The ",1997,"Adventure|Thriller
"
"Peacemaker, The ",1997,"Action|Thriller|War
"
L.A. Confidential ,1997,"Crime|Film-Noir|Mystery|Thriller
"
Seven Years in Tibet ,1997,"Drama|War
"
Kiss the Girls ,1997,"Crime|Drama|Thriller
"
Soul Food ,1997,"Drama
"
Kicked in the Head ,1997,"Comedy|Drama
"
Wishmaster ,1997,"Horror
"
"Thousand Acres, A ",1997,"Drama
"
"Game, The ",1997,"Mystery|Thriller
"
Fire Down Below ,1997,"Action|Drama|Thriller
"
U Turn ,1997,"Action|Crime|Mystery
"
"Locusts, The ",1997,"Drama
"
"MatchMaker, The ",1997,"Comedy|Romance
"
"Lay of the Land, The ",1997,"Comedy|Drama
"
"Assignment, The ",1997,"Thriller
"
"Smile Like Yours, A ",1997,"Comedy|Romance
"
Ulee's Gold ,1997,"Drama
"
"Ice Storm, The ",1997,"Drama
"
Stag ,1997,"Action|Thriller
"
Chasing Amy ,1997,"Drama|Romance
"
How to Be a Player ,1997,"Comedy
"
"Full Monty, The ",1997,"Comedy
"
Indian Summer ,a.k.,"Comedy|Drama
"
Mrs. Brown ,Her ,"Drama|Romance
"
I Know What You Did Last Summer ,1997,"Horror|Mystery|Thriller
"
"Devil's Advocate, The ",1997,"Crime|Horror|Mystery|Thriller
"
Rocket Man ,1997,"Comedy
"
Playing God ,1997,"Crime|Thriller
"
"House of Yes, The ",1997,"Comedy|Drama|Thriller
"
"Fast, Cheap & Out of Control ",1997,"Documentary
"
Washington Square ,1997,"Drama
"
Telling Lies in America ,1997,"Drama
"
Year of the Horse ,1997,"Documentary
"
Gattaca ,1997,"Drama|Sci-Fi|Thriller
"
FairyTale: A True Story ,1997,"Children's|Drama|Fantasy
"
Phantoms ,1998,"Horror
"
Swept from the Sea ,1997,"Romance
"
Wonderland ,1997,"Documentary
"
"Life Less Ordinary, A ",1997,"Romance|Thriller
"
Hurricane Streets ,1998,"Drama
"
Eve's Bayou ,1997,"Drama
"
Switchback ,1997,"Thriller
"
Gang Related ,1997,"Crime
"
Stripes ,1981,"Comedy
"
Nénette et Boni ,1996,"Drama
"
Bean ,1997,"Comedy
"
Hugo Pool ,1997,"Romance
"
Mad City ,1997,"Action|Drama
"
One Night Stand ,1997,"Drama
"
"Tango Lesson, The ",1997,"Romance
"
Welcome To Sarajevo ,1997,"Drama|War
"
Deceiver ,1997,"Crime
"
"Rainmaker, The ",1997,"Drama
"
Boogie Nights ,1997,"Drama
"
Witness ,1985,"Drama|Romance|Thriller
"
Incognito ,1997,"Crime|Thriller
"
Starship Troopers ,1997,"Action|Adventure|Sci-Fi|War
"
Critical Care ,1997,"Comedy
"
"Joy Luck Club, The ",1993,"Drama
"
Chairman of the Board ,1998,"Comedy
"
Sliding Doors ,1998,"Drama|Romance
"
Mortal Kombat: Annihilation ,1997,"Action|Adventure
"
"Truman Show, The ",1998,"Drama
"
"Wings of the Dove, The ",1997,"Drama|Romance|Thriller
"
Mrs. Dalloway ,1997,"Romance
"
"I Love You, I Love You Not ",1996,"Romance
"
Red Corner ,1997,"Crime|Thriller
"
"Jackal, The ",1997,"Action|Thriller
"
Anastasia ,1997,"Animation|Children's|Musical
"
"Man Who Knew Too Little, The ",1997,"Comedy|Mystery
"
Alien: Resurrection ,1997,"Action|Horror|Sci-Fi
"
Alien Escape ,1995,"Horror|Sci-Fi
"
Amistad ,1997,"Drama
"
"Apostle, The ",1997,"Drama
"
Artemisia ,1997,"Drama
"
Bent ,1997,"Drama|War
"
"Big Bang Theory, The ",1994,"Crime
"
"Boys, Les ",1997,"Comedy
"
"Butcher Boy, The ",1998,"Drama
"
Deconstructing Harry ,1997,"Comedy|Drama
"
Flubber ,1997,"Children's|Comedy|Fantasy
"
For Richer or Poorer ,1997,"Comedy
"
Good Will Hunting ,1997,"Drama
"
Guy ,1996,"Drama
"
Harlem River Drive ,1996,"Drama
"
Home Alone 3 ,1997,"Children's|Comedy
"
Ill Gotten Gains ,1997,"Drama
"
Legal Deceit ,1997,"Thriller
"
Man of Her Dreams ,1996,"Drama
"
Midnight in the Garden of Good and Evil ,1997,"Comedy|Crime|Drama|Mystery
"
Mouse Hunt ,1997,"Children's|Comedy
"
Never Met Picasso ,1996,"Romance
"
Office Killer ,1997,"Thriller
"
"Other Voices, Other Rooms ",1997,"Drama
"
Scream 2 ,1997,"Horror|Thriller
"
Stranger in the House ,1997,"Thriller
"
"Sweet Hereafter, The ",1997,"Drama
"
Time Tracers ,1995,"Action|Adventure|Sci-Fi
"
Titanic ,1997,"Drama|Romance
"
Tomorrow Never Dies ,1997,"Action|Romance|Thriller
"
Twisted ,1996,"Comedy|Drama
"
Full Speed ,1996,"Drama
"
"Education of Little Tree, The ",1997,"Drama
"
"Postman, The ",1997,"Drama
"
"Horse Whisperer, The ",1998,"Drama
"
"Winter Guest, The ",1997,"Drama
"
Jackie Brown ,1997,"Crime|Drama
"
Kundun ,1997,"Drama
"
Mr. Magoo ,1997,"Comedy
"
"Big Lebowski, The ",1998,"Comedy|Crime|Mystery|Thriller
"
Afterglow ,1997,"Drama|Romance
"
My Life in Pink ,Ma v,"Comedy|Drama
"
Great Expectations ,1998,"Drama|Romance
"
Vermin ,1998,"Comedy
"
3 Ninjas: High Noon On Mega Mountain ,1998,"Action|Children's
"
Men of Means ,1998,"Action|Drama
"
Midaq Alley ,Call,"Drama
"
Caught Up ,1998,"Crime
"
Arguing the World ,1996,"Documentary
"
Firestorm ,1998,"Action|Adventure|Thriller
"
Senseless ,1998,"Comedy
"
Wag the Dog ,1997,"Comedy|Drama
"
Dark City ,1998,"Film-Noir|Sci-Fi|Thriller
"
"Leading Man, The ",1996,"Romance
"
Star Kid ,1997,"Adventure|Children's|Fantasy|Sci-Fi
"
Hard Rain ,1998,"Action|Thriller
"
Half Baked ,1998,"Comedy
"
Fallen ,1998,"Action|Mystery|Thriller
"
Shooting Fish ,1997,"Romance
"
"Prophecy II, The ",1998,"Horror
"
Duoluo tianshi ,1995,"Drama
"
Dangerous Beauty ,1998,"Drama
"
Four Days in September ,1997,"Drama
"
Spice World ,1997,"Comedy|Musical
"
Deep Rising ,1998,"Action|Horror|Sci-Fi
"
Tainted ,1998,"Comedy|Thriller
"
"Letter From Death Row, A ",1998,"Crime|Drama
"
Music From Another Room ,1998,"Drama|Romance
"
Mat' i syn ,1997,"Drama
"
"Replacement Killers, The ",1998,"Action|Thriller
"
B. Monkey ,1998,"Romance|Thriller
"
Night Flier ,1997,"Horror
"
Blues Brothers 2000 ,1998,"Action|Comedy|Musical
"
Tokyo Fist ,1995,"Action|Drama
"
Mass Transit ,1998,"Comedy|Drama
"
Ride ,1998,"Drama
"
"Wedding Singer, The ",1998,"Comedy|Romance
"
Sphere ,1998,"Adventure|Sci-Fi|Thriller
"
Ayn Rand: A Sense of Life ,1997,"Documentary
"
"Further Gesture, A ",1996,"Drama
"
Little City ,1998,"Comedy|Romance
"
Palmetto ,1998,"Film-Noir|Mystery|Thriller
"
As Good As It Gets ,1997,"Comedy|Drama
"
King of New York ,1990,"Action|Crime
"
"Paralyzing Fear: The Story of Polio in America, A ",1998,"Documentary
"
Men With Guns ,1997,"Action|Drama
"
"Sadness of Sex, The ",1995,"Drama
"
Twilight ,1998,"Crime|Drama
"
U.S. Marshalls ,1998,"Action|Thriller
"
Welcome to Woop-Woop ,1997,"Comedy
"
Love and Death on Long Island ,1997,"Comedy|Drama
"
"Callejón de los milagros, El ",1995,"Drama
"
In God's Hands ,1998,"Action|Drama
"
Everest ,1998,"Documentary
"
Hush ,1998,"Thriller
"
Suicide Kings ,1997,"Crime|Drama
"
"Man in the Iron Mask, The ",1998,"Action|Drama|Romance
"
"Newton Boys, The ",1998,"Crime|Drama
"
Wild Things ,1998,"Crime|Drama|Mystery|Thriller
"
Paulie ,1998,"Adventure|Children's|Comedy
"
"Cool Dry Place, A ",1998,"Drama
"
Hana-bi ,1997,"Comedy|Crime|Drama
"
Primary Colors ,1998,"Drama
"
"Niagara, Niagara ",1997,"Drama
"
Wide Awake ,1998,"Children's|Comedy|Drama
"
"Price Above Rubies, A ",1998,"Drama
"
Eden ,1997,"Drama
"
Two Girls and a Guy ,1997,"Comedy|Drama
"
No Looking Back ,1998,"Comedy|Drama|Romance
"
Storefront Hitchcock ,1997,"Drama
"
"Proposition, The ",1998,"Drama
"
"Object of My Affection, The ",1998,"Comedy|Romance
"
Meet the Deedles ,1998,"Children's|Comedy
"
Homegrown ,1998,"Comedy|Thriller
"
"Player's Club, The ",1998,"Action|Drama
"
Barney's Great Adventure ,1998,"Adventure|Children's
"
"Big One, The ",1997,"Comedy|Documentary
"
Chinese Box ,1997,"Drama|Romance
"
Follow the Bitch ,1998,"Comedy
"
Lost in Space ,1998,"Action|Sci-Fi|Thriller
"
Heaven's Burning ,1997,"Action|Drama
"
Mercury Rising ,1998,"Action|Drama|Thriller
"
"Spanish Prisoner, The ",1997,"Drama|Thriller
"
City of Angels ,1998,"Romance
"
"Last Days of Disco, The ",1998,"Drama
"
"Odd Couple II, The ",1998,"Comedy
"
My Giant ,1998,"Comedy
"
He Got Game ,1998,"Drama
"
"Gingerbread Man, The ",1998,"Drama|Thriller
"
Illtown ,1996,"Crime|Drama
"
Slappy and the Stinkers ,1998,"Children's|Comedy
"
Live Flesh ,1997,"Drama
"
Zero Effect ,1998,"Comedy|Thriller
"
Nil By Mouth ,1997,"Drama
"
Ratchet ,1996,"Drama|Thriller
"
"Borrowers, The ",1997,"Adventure|Children's|Comedy|Fantasy
"
Prince Valiant ,1997,"Adventure
"
"I Love You, Don't Touch Me! ",1998,"Drama|Romance
"
Leather Jacket Love Story ,1997,"Drama|Romance
"
Love Walked In ,1998,"Drama|Thriller
"
"Alan Smithee Film: Burn Hollywood Burn, An ",1997,"Comedy
"
Kissing a Fool ,1998,"Comedy|Romance
"
Krippendorf's Tribe ,1998,"Comedy
"
Kurt & Courtney ,1998,"Documentary|Musical
"
"Real Blonde, The ",1997,"Comedy
"
